"","Time","Price","Size","cum_volume","ppt"
"1882",2018-12-19 14:14:54,28,45000,725070,3.33
"1872",2018-12-19 14:15:04,28,2000,727070,0.15
"1862",2018-12-19 14:15:05,28.05,4450,731520,0.33
"1852",2018-12-19 14:15:09,28.05,600,732120,0.04
"1842",2018-12-19 14:15:18,28.05,10740,742860,0.8
"1832",2018-12-19 14:15:37,28.05,1510,744370,0.11
"1822",2018-12-19 14:15:53,28,210,744580,0.02
"1812",2018-12-19 14:16:04,28,200,744780,0.01
"1802",2018-12-19 14:16:25,28,10000,754780,0.74
"1792",2018-12-19 14:16:27,28.05,4200,758980,0.31
"1782",2018-12-19 14:16:32,28,6350,765330,0.47
"1772",2018-12-19 14:16:41,27.95,500,765830,0.04
"1762",2018-12-19 14:16:46,28,9150,774980,0.68
"1752",2018-12-19 14:16:54,28,500,775480,0.04
"1742",2018-12-19 14:17:16,28,450,775930,0.03
"1732",2018-12-19 14:18:17,28,4000,779930,0.3
"1722",2018-12-19 14:18:18,27.95,8000,787930,0.59
"1712",2018-12-19 14:18:25,28,200,788130,0.01
"1702",2018-12-19 14:18:45,27.95,1000,789130,0.07
"1692",2018-12-19 14:18:52,27.95,6780,795910,0.5
"1682",2018-12-19 14:18:55,27.95,1500,797410,0.11
"1672",2018-12-19 14:19:02,28.05,5000,802410,0.37
"1662",2018-12-19 14:19:39,27.95,700,803110,0.05
"1652",2018-12-19 14:20:10,27.95,900,804010,0.07
"1642",2018-12-19 14:20:14,27.95,490,804500,0.04
"1632",2018-12-19 14:20:37,27.9,10000,814500,0.74
"1622",2018-12-19 14:21:18,27.95,10,814510,0
"1612",2018-12-19 14:22:14,27.95,1000,815510,0.07
"1602",2018-12-19 14:23:12,28,30,815540,0
"1592",2018-12-19 14:23:46,28,710,816250,0.05
"1582",2018-12-19 14:24:03,28,200,816450,0.01
"1572",2018-12-19 14:25:33,28,1710,818160,0.13
"1562",2018-12-19 14:25:37,28,350,818510,0.03
"1552",2018-12-19 14:26:55,27.95,1000,819510,0.07
"1542",2018-12-19 14:28:50,28,1500,821010,0.11
"1532",2018-12-19 14:29:08,28,4000,825010,0.3
"1522",2018-12-19 14:29:42,27.95,10,825020,0
"1512",2018-12-19 14:30:32,27.95,1420,826440,0.11
"1502",2018-12-19 14:30:33,27.95,200,826640,0.01
"1492",2018-12-19 14:31:05,28,4200,830840,0.31
"1482",2018-12-19 14:31:47,27.95,5500,836340,0.41
"1472",2018-12-19 14:31:50,27.95,300,836640,0.02
"1462",2018-12-19 14:32:10,28,1510,838150,0.11
"1452",2018-12-19 14:33:16,27.95,100,838250,0.01
"1442",2018-12-19 14:33:34,27.95,2000,840250,0.15
"1432",2018-12-19 14:33:45,27.95,5030,845280,0.37
"1422",2018-12-19 14:33:52,27.9,8280,853560,0.61
"1412",2018-12-19 14:34:14,27.9,10,853570,0
"1402",2018-12-19 14:35:02,27.95,2500,856070,0.19
"1392",2018-12-19 14:35:27,28,1510,857580,0.11
"1382",2018-12-19 14:35:32,27.95,2000,859580,0.15
"1372",2018-12-19 14:36:41,28,2100,861680,0.16
"1362",2018-12-19 14:36:49,27.95,10,861690,0
"1352",2018-12-19 14:36:58,27.95,500,862190,0.04
"1342",2018-12-19 14:37:13,28,2500,864690,0.19
"1332",2018-12-19 14:38:36,27.95,1000,865690,0.07
"1322",2018-12-19 14:38:45,28,1510,867200,0.11
"1312",2018-12-19 14:38:53,28,10000,877200,0.74
"1302",2018-12-19 14:39:13,28,3500,880700,0.26
"1292",2018-12-19 14:39:14,27.95,1000,881700,0.07
"1282",2018-12-19 14:40:55,27.95,3000,884700,0.22
"1272",2018-12-19 14:41:16,27.95,1000,885700,0.07
"1262",2018-12-19 14:41:18,27.95,420,886120,0.03
"1252",2018-12-19 14:41:24,28,30,886150,0
"1242",2018-12-19 14:41:43,28,2370,888520,0.18
"1232",2018-12-19 14:42:04,28,1510,890030,0.11
"1222",2018-12-19 14:42:25,27.95,500,890530,0.04
"1212",2018-12-19 14:42:26,28,5000,895530,0.37
"1202",2018-12-19 14:42:42,28,20,895550,0
"1192",2018-12-19 14:42:45,27.95,80,895630,0.01
"1182",2018-12-19 14:43:04,27.95,250,895880,0.02
"1172",2018-12-19 14:43:07,28,300,896180,0.02
"1162",2018-12-19 14:43:41,28,250,896430,0.02
"1152",2018-12-19 14:43:53,28,1000,897430,0.07
"1142",2018-12-19 14:44:22,28,400,897830,0.03
"1132",2018-12-19 14:44:41,28,2920,900750,0.22
"1122",2018-12-19 14:44:49,28,2370,903120,0.18
"1112",2018-12-19 14:45:23,28,1510,904630,0.11
"1102",2018-12-19 14:45:31,28,500,905130,0.04
"1092",2018-12-19 14:45:45,28,10000,915130,0.74
"1082",2018-12-19 14:45:55,28,5000,920130,0.37
"1072",2018-12-19 14:46:00,28,2370,922500,0.18
"1062",2018-12-19 14:46:09,28,4200,926700,0.31
"1052",2018-12-19 14:46:11,28,5000,931700,0.37
"1042",2018-12-19 14:46:12,28,8890,940590,0.66
"1032",2018-12-19 14:46:23,28.05,6000,946590,0.44
"1022",2018-12-19 14:47:00,28.05,1000,947590,0.07
"1012",2018-12-19 14:47:05,28.05,50,947640,0
"1002",2018-12-19 14:47:26,28.05,1700,949340,0.13
"992",2018-12-19 14:47:34,28.05,400,949740,0.03
"982",2018-12-19 14:47:54,28,3000,952740,0.22
"972",2018-12-19 14:48:40,28.05,1510,954250,0.11
"962",2018-12-19 14:49:21,28.05,2370,956620,0.18
"952",2018-12-19 14:50:09,28.05,4000,960620,0.3
"942",2018-12-19 14:50:33,28.05,3000,963620,0.22
"932",2018-12-19 14:50:49,28.05,14540,978160,1.08
"922",2018-12-19 14:50:50,28.05,2000,980160,0.15
"912",2018-12-19 14:51:36,28.1,10000,990160,0.74
"902",2018-12-19 14:51:55,28.1,9110,999270,0.68
"892",2018-12-19 14:51:57,28.1,890,1000160,0.07
"882",2018-12-19 14:52:00,28.1,1510,1001670,0.11
"872",2018-12-19 14:52:07,28.1,530,1002200,0.04
"862",2018-12-19 14:52:15,28.1,10000,1012200,0.74
"852",2018-12-19 14:52:29,28.1,3070,1015270,0.23
"842",2018-12-19 14:52:45,28.15,14000,1029270,1.04
"832",2018-12-19 14:52:54,28.15,100,1029370,0.01
"822",2018-12-19 14:52:59,28.15,1000,1030370,0.07
"812",2018-12-19 14:53:35,28.15,1700,1032070,0.13
"802",2018-12-19 14:53:41,28.2,60,1032130,0
"792",2018-12-19 14:53:58,28.2,10,1032140,0
"782",2018-12-19 14:53:59,28.2,5000,1037140,0.37
"772",2018-12-19 14:54:20,28.15,100,1037240,0.01
"762",2018-12-19 14:55:07,28.2,50,1037290,0
"752",2018-12-19 14:55:17,28.2,1510,1038800,0.11
"742",2018-12-19 14:55:27,28.2,20,1038820,0
"732",2018-12-19 14:55:48,28.2,2000,1040820,0.15
"722",2018-12-19 14:55:59,28.2,500,1041320,0.04
"712",2018-12-19 14:56:02,28.2,2000,1043320,0.15
"702",2018-12-19 14:56:05,28.15,300,1043620,0.02
"692",2018-12-19 14:56:49,28.15,11890,1055510,0.88
"682",2018-12-19 14:57:03,28.15,100,1055610,0.01
"672",2018-12-19 14:58:02,28.2,1000,1056610,0.07
"662",2018-12-19 14:58:37,28.2,1510,1058120,0.11
"652",2018-12-19 14:58:54,28.2,20,1058140,0
"642",2018-12-19 14:59:05,28.2,10,1058150,0
"632",2018-12-19 14:59:24,28.2,39930,1098080,2.96
"622",2018-12-19 14:59:33,28.2,2880,1100960,0.21
"612",2018-12-19 15:00:13,28.25,10,1100970,0
"602",2018-12-19 15:01:08,28.25,4210,1105180,0.31
"592",2018-12-19 15:01:38,28.25,4000,1109180,0.3
"582",2018-12-19 15:01:50,28.25,910,1110090,0.07
"572",2018-12-19 15:01:55,28.25,1510,1111600,0.11
"562",2018-12-19 15:02:09,28.25,4000,1115600,0.3
"552",2018-12-19 15:03:39,28.25,8000,1123600,0.59
"549",2018-12-19 15:03:48,28.25,6930,1130530,0.51
"5311",2018-12-19 15:04:13,28.25,50,1130580,0
"5211",2018-12-19 15:04:24,28.3,30,1130610,0
"5111",2018-12-19 15:04:42,28.3,40,1130650,0
"5011",2018-12-19 15:04:48,28.25,6020,1136670,0.45
"4911",2018-12-19 15:04:59,28.25,20,1136690,0
"4811",2018-12-19 15:05:02,28.25,3000,1139690,0.22
"4711",2018-12-19 15:05:15,28.25,1510,1141200,0.11
"4611",2018-12-19 15:06:00,28.2,60,1141260,0
"4511",2018-12-19 15:06:19,28.25,500,1141760,0.04
"4411",2018-12-19 15:07:34,28.2,10,1141770,0
"4311",2018-12-19 15:08:19,28.2,1000,1142770,0.07
"4211",2018-12-19 15:08:31,28.25,1510,1144280,0.11
"4111",2018-12-19 15:09:17,28.25,10,1144290,0
"4011",2018-12-19 15:10:09,28.2,9740,1154030,0.72
"3911",2018-12-19 15:10:51,28.2,5000,1159030,0.37
"3812",2018-12-19 15:10:57,28.2,1000,1160030,0.07
"3713",2018-12-19 15:11:54,28.2,1510,1161540,0.11
"3613",2018-12-19 15:12:52,28.2,1430,1162970,0.11
"3513",2018-12-19 15:13:33,28.15,10,1162980,0
"3413",2018-12-19 15:13:43,28.15,4450,1167430,0.33
"3313",2018-12-19 15:13:53,28.15,2000,1169430,0.15
"3213",2018-12-19 15:14:09,28.1,100,1169530,0.01
"3113",2018-12-19 15:15:07,28.15,1510,1171040,0.11
"3013",2018-12-19 15:16:05,28.2,4200,1175240,0.31
"2913",2018-12-19 15:16:13,28.2,2000,1177240,0.15
"2813",2018-12-19 15:16:24,28.2,6300,1183540,0.47
"2713",2018-12-19 15:16:57,28.2,530,1184070,0.04
"2613",2018-12-19 15:17:05,28.2,560,1184630,0.04
"2513",2018-12-19 15:17:29,28.2,940,1185570,0.07
"2413",2018-12-19 15:17:53,28.25,10000,1195570,0.74
"2313",2018-12-19 15:18:26,28.25,1510,1197080,0.11
"2213",2018-12-19 15:19:12,28.25,1360,1198440,0.1
"2113",2018-12-19 15:19:43,28.2,300,1198740,0.02
"2013",2018-12-19 15:20:35,28.2,10,1198750,0
"1913",2018-12-19 15:21:40,28.2,300,1199050,0.02
"1813",2018-12-19 15:21:44,28.25,1510,1200560,0.11
"1713",2018-12-19 15:21:53,28.2,4790,1205350,0.35
"1613",2018-12-19 15:22:04,28.2,2000,1207350,0.15
"1513",2018-12-19 15:22:13,28.2,2500,1209850,0.19
"1413",2018-12-19 15:22:16,28.2,200,1210050,0.01
"1313",2018-12-19 15:22:45,28.2,20,1210070,0
"1213",2018-12-19 15:25:03,28.2,1310,1211380,0.1
"1113",2018-12-19 15:25:27,28.2,200,1211580,0.01
"1013",2018-12-19 15:25:34,28.2,1500,1213080,0.11
"913",2018-12-19 15:26:20,28.2,5000,1218080,0.37
"813",2018-12-19 15:26:39,28.25,4200,1222280,0.31
"713",2018-12-19 15:27:07,28.25,2000,1224280,0.15
"613",2018-12-19 15:28:33,28.2,20,1224300,0
"550",2018-12-19 15:28:45,28.2,1000,1225300,0.07
"4101",2018-12-19 15:29:37,28.15,640,1225940,0.05
"3103",2018-12-19 15:29:54,28.15,1480,1227420,0.11
"2103",2018-12-19 15:30:02,28.15,5000,1232420,0.37
"1103",2018-12-19 15:47:09,28.1,117010,1349430,8.67
"3493",2018-12-20 10:15:41,28.05,7060,7060,0.76
"3483",2018-12-20 10:16:18,28.1,500,7560,0.05
"3473",2018-12-20 10:17:01,28.05,160,7720,0.02
"3463",2018-12-20 10:17:09,28.05,2070,9790,0.22
"3453",2018-12-20 10:17:35,28.05,800,10590,0.09
"3443",2018-12-20 10:18:00,28.05,300,10890,0.03
"3433",2018-12-20 10:18:11,28.05,12000,22890,1.3
"3423",2018-12-20 10:18:16,28.05,200,23090,0.02
"3414",2018-12-20 10:19:10,28.05,4400,27490,0.48
"3403",2018-12-20 10:19:12,28.05,2000,29490,0.22
"3393",2018-12-20 10:19:19,28,400,29890,0.04
"3383",2018-12-20 10:19:28,28.05,100,29990,0.01
"3373",2018-12-20 10:19:31,28.05,240,30230,0.03
"3363",2018-12-20 10:19:39,28.05,4890,35120,0.53
"3353",2018-12-20 10:19:50,28.1,800,35920,0.09
"3343",2018-12-20 10:20:06,28.1,300,36220,0.03
"3333",2018-12-20 10:20:27,28.05,500,36720,0.05
"3323",2018-12-20 10:20:40,28.1,2000,38720,0.22
"3314",2018-12-20 10:20:45,28.1,90,38810,0.01
"3303",2018-12-20 10:20:46,28.1,20,38830,0
"3293",2018-12-20 10:21:01,28.2,1000,39830,0.11
"3283",2018-12-20 10:21:08,28.1,10,39840,0
"3273",2018-12-20 10:21:10,28.1,700,40540,0.08
"3263",2018-12-20 10:21:29,28.1,100,40640,0.01
"3253",2018-12-20 10:21:37,28.1,190,40830,0.02
"3243",2018-12-20 10:21:38,28.5,5000,45830,0.54
"3233",2018-12-20 10:22:20,28.25,500,46330,0.05
"3223",2018-12-20 10:22:52,28.25,100,46430,0.01
"3214",2018-12-20 10:22:57,28.25,2000,48430,0.22
"3203",2018-12-20 10:23:50,28.25,1400,49830,0.15
"3193",2018-12-20 10:23:51,28.25,500,50330,0.05
"3183",2018-12-20 10:24:13,28.25,40,50370,0
"3173",2018-12-20 10:24:22,28.15,540,50910,0.06
"3163",2018-12-20 10:25:04,28.25,610,51520,0.07
"3153",2018-12-20 10:27:02,28.25,3000,54520,0.32
"3143",2018-12-20 10:27:51,28.2,1000,55520,0.11
"3133",2018-12-20 10:28:27,28.2,4930,60450,0.53
"3123",2018-12-20 10:29:12,28.2,200,60650,0.02
"3114",2018-12-20 10:29:24,28.2,1000,61650,0.11
"3104",2018-12-20 10:29:41,28.2,70,61720,0.01
"3093",2018-12-20 10:29:56,28.2,2000,63720,0.22
"3083",2018-12-20 10:30:00,28.2,4000,67720,0.43
"3073",2018-12-20 10:30:10,28.2,1500,69220,0.16
"3063",2018-12-20 10:30:24,28.2,10,69230,0
"3053",2018-12-20 10:30:30,28.2,90,69320,0.01
"3043",2018-12-20 10:30:55,28.15,150,69470,0.02
"3033",2018-12-20 10:31:08,28.2,500,69970,0.05
"3023",2018-12-20 10:33:16,28.2,200,70170,0.02
"3014",2018-12-20 10:33:19,28.2,3000,73170,0.32
"3003",2018-12-20 10:33:40,28.15,1000,74170,0.11
"2993",2018-12-20 10:35:28,28.15,6440,80610,0.7
"2983",2018-12-20 10:36:07,28.15,1000,81610,0.11
"2973",2018-12-20 10:36:11,28.15,2560,84170,0.28
"2963",2018-12-20 10:37:21,28.2,10,84180,0
"2953",2018-12-20 10:37:49,28.15,1440,85620,0.16
"2943",2018-12-20 10:39:11,28.15,1500,87120,0.16
"2933",2018-12-20 10:39:56,28.15,180,87300,0.02
"2923",2018-12-20 10:42:05,28.15,350,87650,0.04
"2914",2018-12-20 10:43:14,28.15,1000,88650,0.11
"2903",2018-12-20 10:44:06,28.2,10,88660,0
"2893",2018-12-20 10:44:25,28.15,1260,89920,0.14
"2883",2018-12-20 10:44:28,28.15,2370,92290,0.26
"2873",2018-12-20 10:44:33,28.15,1500,93790,0.16
"2863",2018-12-20 10:45:27,28.15,5000,98790,0.54
"2853",2018-12-20 10:46:52,28.15,900,99690,0.1
"2843",2018-12-20 10:47:17,28.15,3000,102690,0.32
"2833",2018-12-20 10:47:37,28.15,3480,106170,0.38
"2823",2018-12-20 10:47:51,28.2,2000,108170,0.22
"2814",2018-12-20 10:48:08,28.2,4000,112170,0.43
"2803",2018-12-20 10:48:55,28.2,370,112540,0.04
"2793",2018-12-20 10:48:56,28.2,6000,118540,0.65
"2783",2018-12-20 10:48:57,28.2,700,119240,0.08
"2773",2018-12-20 10:49:02,28.15,10000,129240,1.08
"2763",2018-12-20 10:49:31,28.15,100,129340,0.01
"2753",2018-12-20 10:50:47,28.15,500,129840,0.05
"2743",2018-12-20 10:54:02,28.2,630,130470,0.07
"2733",2018-12-20 10:54:24,28.2,70,130540,0.01
"2723",2018-12-20 10:55:03,28.2,120,130660,0.01
"2714",2018-12-20 10:58:05,28.2,10,130670,0
"2703",2018-12-20 10:58:13,28.2,1000,131670,0.11
"2693",2018-12-20 10:58:18,28.2,4000,135670,0.43
"2683",2018-12-20 10:58:21,28.2,1000,136670,0.11
"2673",2018-12-20 10:58:30,28.2,10000,146670,1.08
"2663",2018-12-20 10:58:31,28.2,2370,149040,0.26
"2653",2018-12-20 11:01:06,28.25,100,149140,0.01
"2643",2018-12-20 11:01:09,28.25,230,149370,0.02
"2633",2018-12-20 11:01:25,28.25,80,149450,0.01
"2623",2018-12-20 11:01:46,28.25,1000,150450,0.11
"2614",2018-12-20 11:02:03,28.25,30100,180550,3.25
"2603",2018-12-20 11:02:17,28.25,5240,185790,0.57
"2593",2018-12-20 11:02:25,28.25,3000,188790,0.32
"2583",2018-12-20 11:02:42,28.25,4000,192790,0.43
"2573",2018-12-20 11:02:48,28.25,760,193550,0.08
"2563",2018-12-20 11:03:14,28.3,10,193560,0
"2553",2018-12-20 11:03:47,28.3,20,193580,0
"2543",2018-12-20 11:03:51,28.3,1000,194580,0.11
"2533",2018-12-20 11:04:03,28.3,40,194620,0
"2523",2018-12-20 11:05:04,28.3,10,194630,0
"2514",2018-12-20 11:05:20,28.3,2000,196630,0.22
"2503",2018-12-20 11:05:32,28.3,30,196660,0
"2493",2018-12-20 11:06:02,28.3,40,196700,0
"2483",2018-12-20 11:06:31,28.3,5000,201700,0.54
"2473",2018-12-20 11:06:35,28.3,10000,211700,1.08
"2463",2018-12-20 11:06:46,28.3,1960,213660,0.21
"2453",2018-12-20 11:06:48,28.25,2370,216030,0.26
"2443",2018-12-20 11:06:52,28.3,1000,217030,0.11
"2433",2018-12-20 11:06:54,28.3,240,217270,0.03
"2423",2018-12-20 11:06:55,28.3,6360,223630,0.69
"2414",2018-12-20 11:08:01,28.35,1000,224630,0.11
"2403",2018-12-20 11:08:09,28.35,100,224730,0.01
"2393",2018-12-20 11:08:18,28.35,6900,231630,0.75
"2383",2018-12-20 11:09:03,28.35,2370,234000,0.26
"2373",2018-12-20 11:09:14,28.35,3700,237700,0.4
"2363",2018-12-20 11:09:46,28.35,330,238030,0.04
"2353",2018-12-20 11:10:46,28.3,10,238040,0
"2343",2018-12-20 11:11:31,28.3,790,238830,0.09
"2333",2018-12-20 11:12:45,28.35,3790,242620,0.41
"2323",2018-12-20 11:13:06,28.35,580,243200,0.06
"2314",2018-12-20 11:13:21,28.35,4420,247620,0.48
"2303",2018-12-20 11:14:01,28.3,790,248410,0.09
"2293",2018-12-20 11:14:20,28.35,4700,253110,0.51
"2283",2018-12-20 11:14:53,28.35,9000,262110,0.97
"2273",2018-12-20 11:14:55,28.35,4520,266630,0.49
"2263",2018-12-20 11:15:44,28.35,1480,268110,0.16
"2253",2018-12-20 11:16:12,28.3,790,268900,0.09
"2243",2018-12-20 11:16:14,28.3,20,268920,0
"2233",2018-12-20 11:17:34,28.3,30,268950,0
"2223",2018-12-20 11:18:28,28.3,1000,269950,0.11
"2214",2018-12-20 11:18:53,28.3,300,270250,0.03
"2203",2018-12-20 11:19:11,28.3,1000,271250,0.11
"2193",2018-12-20 11:21:09,28.3,1200,272450,0.13
"2183",2018-12-20 11:21:48,28.3,4320,276770,0.47
"2173",2018-12-20 11:24:53,28.3,1000,277770,0.11
"2163",2018-12-20 11:26:38,28.25,10000,287770,1.08
"2153",2018-12-20 11:28:19,28.25,1000,288770,0.11
"2143",2018-12-20 11:31:00,28.25,400,289170,0.04
"2133",2018-12-20 11:31:12,28.25,500,289670,0.05
"2123",2018-12-20 11:31:40,28.25,3500,293170,0.38
"2114",2018-12-20 11:32:19,28.25,30,293200,0
"2104",2018-12-20 11:34:00,28.2,3000,296200,0.32
"2093",2018-12-20 11:34:03,28.25,70,296270,0.01
"2083",2018-12-20 11:34:47,28.25,270,296540,0.03
"2073",2018-12-20 11:36:18,28.25,4000,300540,0.43
"2063",2018-12-20 11:36:50,28.25,990,301530,0.11
"2053",2018-12-20 11:36:59,28.25,2000,303530,0.22
"2043",2018-12-20 11:37:09,28.25,1000,304530,0.11
"2033",2018-12-20 11:38:16,28.25,10000,314530,1.08
"2023",2018-12-20 11:38:39,28.25,1310,315840,0.14
"2014",2018-12-20 11:40:25,28.25,60,315900,0.01
"2003",2018-12-20 11:41:45,28.25,270,316170,0.03
"1993",2018-12-20 11:43:23,28.25,3990,320160,0.43
"1983",2018-12-20 11:43:28,28.25,1000,321160,0.11
"1973",2018-12-20 11:45:49,28.2,1500,322660,0.16
"1963",2018-12-20 11:46:32,28.25,500,323160,0.05
"1953",2018-12-20 11:46:57,28.25,50,323210,0.01
"1943",2018-12-20 11:48:38,28.25,100,323310,0.01
"1933",2018-12-20 11:49:09,28.25,270,323580,0.03
"1923",2018-12-20 11:49:45,28.25,1920,325500,0.21
"1914",2018-12-20 11:50:12,28.2,2000,327500,0.22
"1903",2018-12-20 11:53:33,28.2,200,327700,0.02
"1893",2018-12-20 11:53:52,28.2,7410,335110,0.8
"1883",2018-12-20 11:53:55,28.2,200,335310,0.02
"1873",2018-12-20 11:55:34,28.15,300,335610,0.03
"1863",2018-12-20 11:55:56,28.2,2390,338000,0.26
"1853",2018-12-20 11:56:40,28.2,20,338020,0
"1843",2018-12-20 11:57:38,28.2,1090,339110,0.12
"1833",2018-12-20 11:59:37,28.2,4720,343830,0.51
"1823",2018-12-20 12:00:00,28.2,270,344100,0.03
"1814",2018-12-20 12:00:18,28.2,10,344110,0
"1803",2018-12-20 12:05:16,28.2,1820,345930,0.2
"1793",2018-12-20 12:05:34,28.15,1850,347780,0.2
"1783",2018-12-20 12:05:49,28.15,10,347790,0
"1773",2018-12-20 12:09:15,28.15,18000,365790,1.95
"1763",2018-12-20 12:10:29,28.15,7500,373290,0.81
"1753",2018-12-20 12:10:56,28.15,5040,378330,0.54
"1743",2018-12-20 12:13:12,28.15,210,378540,0.02
"1733",2018-12-20 12:13:25,28.15,2020,380560,0.22
"1723",2018-12-20 12:14:04,28.2,1000,381560,0.11
"1714",2018-12-20 12:15:16,28.15,200,381760,0.02
"1703",2018-12-20 12:15:48,28.15,20,381780,0
"1693",2018-12-20 12:16:47,28.15,1000,382780,0.11
"1683",2018-12-20 12:17:27,28.15,680,383460,0.07
"1673",2018-12-20 12:18:29,28.15,5000,388460,0.54
"1663",2018-12-20 12:19:23,28.15,500,388960,0.05
"1653",2018-12-20 12:26:16,28.15,3650,392610,0.39
"1643",2018-12-20 12:26:40,28.15,2350,394960,0.25
"1633",2018-12-20 12:26:41,28.15,650,395610,0.07
"1623",2018-12-20 12:29:21,28.1,3000,398610,0.32
"1614",2018-12-20 14:01:20,28.15,46800,445410,5.06
"1603",2018-12-20 14:01:30,28.05,14480,459890,1.56
"1593",2018-12-20 14:02:08,28.05,100,459990,0.01
"1583",2018-12-20 14:02:28,28.05,420,460410,0.05
"1573",2018-12-20 14:04:39,28.05,10,460420,0
"1563",2018-12-20 14:04:41,28.05,17000,477420,1.84
"1553",2018-12-20 14:04:53,28.05,5000,482420,0.54
"1543",2018-12-20 14:05:14,28.05,470,482890,0.05
"1533",2018-12-20 14:05:34,28.05,20,482910,0
"1523",2018-12-20 14:06:05,28,500,483410,0.05
"1514",2018-12-20 14:06:16,28,59760,543170,6.46
"1503",2018-12-20 14:06:52,28,240,543410,0.03
"1493",2018-12-20 14:06:55,28,760,544170,0.08
"1483",2018-12-20 14:07:12,28,2000,546170,0.22
"1473",2018-12-20 14:07:58,28,90,546260,0.01
"1463",2018-12-20 14:07:59,28,50,546310,0.01
"1453",2018-12-20 14:08:01,28,600,546910,0.06
"1443",2018-12-20 14:08:14,28,500,547410,0.05
"1433",2018-12-20 14:08:20,28,9500,556910,1.03
"1423",2018-12-20 14:08:22,28,6000,562910,0.65
"1414",2018-12-20 14:08:42,27.95,800,563710,0.09
"1403",2018-12-20 14:08:46,28,100,563810,0.01
"1393",2018-12-20 14:09:07,28,200,564010,0.02
"1383",2018-12-20 14:09:20,27.95,5000,569010,0.54
"1373",2018-12-20 14:09:34,27.95,270,569280,0.03
"1363",2018-12-20 14:10:00,28,80,569360,0.01
"1353",2018-12-20 14:10:13,28,10,569370,0
"1343",2018-12-20 14:10:22,27.95,20,569390,0
"1333",2018-12-20 14:10:31,28,12000,581390,1.3
"1323",2018-12-20 14:11:25,28,40,581430,0
"1314",2018-12-20 14:11:56,28,7070,588500,0.76
"1303",2018-12-20 14:12:48,28,500,589000,0.05
"1293",2018-12-20 14:13:37,28,150,589150,0.02
"1283",2018-12-20 14:16:20,28,11080,600230,1.2
"1273",2018-12-20 14:16:31,28,3000,603230,0.32
"1263",2018-12-20 14:16:45,28,10,603240,0
"1253",2018-12-20 14:16:58,28,1000,604240,0.11
"1243",2018-12-20 14:17:32,28,1600,605840,0.17
"1233",2018-12-20 14:17:47,28,1000,606840,0.11
"1223",2018-12-20 14:18:26,28,4400,611240,0.48
"1214",2018-12-20 14:18:30,28,8000,619240,0.86
"1203",2018-12-20 14:18:35,28,5000,624240,0.54
"1193",2018-12-20 14:18:37,28,500,624740,0.05
"1183",2018-12-20 14:18:52,28,300,625040,0.03
"1173",2018-12-20 14:19:00,28,10,625050,0
"1163",2018-12-20 14:19:02,28,6100,631150,0.66
"1153",2018-12-20 14:19:15,28.1,3530,634680,0.38
"1143",2018-12-20 14:21:28,28.1,200,634880,0.02
"1133",2018-12-20 14:23:26,28.1,500,635380,0.05
"1123",2018-12-20 14:23:29,28.1,2000,637380,0.22
"1114",2018-12-20 14:23:33,28.1,60,637440,0.01
"1104",2018-12-20 14:24:31,28.1,1210,638650,0.13
"1093",2018-12-20 14:27:10,28.1,780,639430,0.08
"1083",2018-12-20 14:27:43,28,10,639440,0
"1073",2018-12-20 14:29:26,28.1,3000,642440,0.32
"1063",2018-12-20 14:29:29,28,10000,652440,1.08
"1053",2018-12-20 14:29:30,28,10,652450,0
"1043",2018-12-20 14:29:35,28.1,300,652750,0.03
"1033",2018-12-20 14:31:02,28.05,200,652950,0.02
"1023",2018-12-20 14:31:38,28,1400,654350,0.15
"1014",2018-12-20 14:31:42,28,270,654620,0.03
"1003",2018-12-20 14:32:10,28.05,200,654820,0.02
"993",2018-12-20 14:32:25,28,15000,669820,1.62
"983",2018-12-20 14:32:50,28.05,200,670020,0.02
"973",2018-12-20 14:33:04,28,6460,676480,0.7
"963",2018-12-20 14:33:23,28,180,676660,0.02
"953",2018-12-20 14:33:26,28,1000,677660,0.11
"943",2018-12-20 14:33:33,28.05,20,677680,0
"933",2018-12-20 14:33:42,28,300,677980,0.03
"923",2018-12-20 14:33:44,28,2000,679980,0.22
"914",2018-12-20 14:35:18,28.05,10,679990,0
"903",2018-12-20 14:37:54,28.05,60,680050,0.01
"893",2018-12-20 14:38:05,28,19000,699050,2.05
"883",2018-12-20 14:40:54,28,440,699490,0.05
"873",2018-12-20 14:40:57,28,2000,701490,0.22
"863",2018-12-20 14:43:08,28.05,100,701590,0.01
"853",2018-12-20 14:44:12,28.1,1100,702690,0.12
"843",2018-12-20 14:45:13,28.05,10,702700,0
"833",2018-12-20 14:45:38,28.1,2000,704700,0.22
"823",2018-12-20 14:45:52,28.1,3000,707700,0.32
"814",2018-12-20 14:46:28,28.1,7500,715200,0.81
"803",2018-12-20 14:48:20,28.1,3530,718730,0.38
"793",2018-12-20 14:48:25,28.1,1070,719800,0.12
"783",2018-12-20 14:49:26,28.1,150,719950,0.02
"773",2018-12-20 14:50:26,28.05,1000,720950,0.11
"763",2018-12-20 14:53:52,28.05,270,721220,0.03
"753",2018-12-20 14:53:53,28.05,15000,736220,1.62
"743",2018-12-20 14:53:58,28.05,170,736390,0.02
"733",2018-12-20 14:54:32,28.05,200,736590,0.02
"723",2018-12-20 14:54:36,28.05,10,736600,0
"714",2018-12-20 14:55:44,28.1,510,737110,0.06
