"","Time","Price","Size","cum_volume","ppt"
"446",2018-12-18 10:41:25,28.25,2000,508090,0.1
"445",2018-12-18 10:41:26,28.3,20,508110,0
"444",2018-12-18 10:41:31,28.3,2000,510110,0.1
"443",2018-12-18 10:42:22,28.3,16680,526790,0.84
"442",2018-12-18 10:42:35,28.3,3320,530110,0.17
"441",2018-12-18 10:42:46,28.3,4180,534290,0.21
"440",2018-12-18 10:42:55,28.3,10000,544290,0.51
"439",2018-12-18 10:43:55,28.3,5000,549290,0.25
"438",2018-12-18 10:45:00,28.3,500,549790,0.03
"437",2018-12-18 10:47:01,28.35,19500,569290,0.99
"436",2018-12-18 10:47:15,28.35,2000,571290,0.1
"435",2018-12-18 10:47:18,28.35,500,571790,0.03
"434",2018-12-18 10:47:39,28.4,1000,572790,0.05
"433",2018-12-18 10:47:40,28.35,5000,577790,0.25
"432",2018-12-18 10:47:44,28.35,1300,579090,0.07
"431",2018-12-18 10:47:56,28.35,1000,580090,0.05
"430",2018-12-18 10:48:07,28.35,9880,589970,0.5
"429",2018-12-18 10:48:30,28.35,3000,592970,0.15
"428",2018-12-18 10:48:40,28.4,320,593290,0.02
"427",2018-12-18 10:48:43,28.4,2000,595290,0.1
"426",2018-12-18 10:49:03,28.4,1000,596290,0.05
"425",2018-12-18 10:50:39,28.4,5000,601290,0.25
"424",2018-12-18 10:50:56,28.4,4000,605290,0.2
"423",2018-12-18 10:51:14,28.4,100,605390,0.01
"422",2018-12-18 10:51:21,28.4,8910,614300,0.45
"421",2018-12-18 10:51:29,28.4,1000,615300,0.05
"420",2018-12-18 10:51:52,28.4,7020,622320,0.36
"419",2018-12-18 10:52:17,28.4,2260,624580,0.11
"418",2018-12-18 10:52:25,28.4,100,624680,0.01
"417",2018-12-18 10:52:30,28.4,1000,625680,0.05
"416",2018-12-18 10:52:36,28.4,1640,627320,0.08
"415",2018-12-18 10:53:12,28.45,14000,641320,0.71
"414",2018-12-18 10:53:41,28.45,1740,643060,0.09
"413",2018-12-18 10:53:43,28.45,10,643070,0
"412",2018-12-18 10:53:47,28.45,390,643460,0.02
"411",2018-12-18 10:54:19,28.5,4600,648060,0.23
"410",2018-12-18 10:54:23,28.45,500,648560,0.03
"409",2018-12-18 10:54:39,28.5,8410,656970,0.43
"408",2018-12-18 10:54:46,28.5,500,657470,0.03
"407",2018-12-18 10:54:48,28.5,400,657870,0.02
"406",2018-12-18 10:54:55,28.5,500,658370,0.03
"405",2018-12-18 10:55:04,28.5,3000,661370,0.15
"404",2018-12-18 10:55:30,28.5,5000,666370,0.25
"403",2018-12-18 10:55:37,28.5,1000,667370,0.05
"402",2018-12-18 10:55:48,28.5,18730,686100,0.95
"401",2018-12-18 10:55:51,28.5,5000,691100,0.25
"400",2018-12-18 10:55:56,28.5,9310,700410,0.47
"399",2018-12-18 10:57:34,28.5,500,700910,0.03
"398",2018-12-18 10:58:06,28.55,30,700940,0
"397",2018-12-18 10:58:36,28.55,350,701290,0.02
"396",2018-12-18 10:58:39,28.55,100,701390,0.01
"395",2018-12-18 10:58:42,28.55,400,701790,0.02
"394",2018-12-18 10:58:59,28.55,200,701990,0.01
"393",2018-12-18 10:59:12,28.55,20000,721990,1.01
"392",2018-12-18 10:59:16,28.55,3000,724990,0.15
"391",2018-12-18 10:59:19,28.55,890,725880,0.05
"390",2018-12-18 10:59:27,28.55,1290,727170,0.07
"389",2018-12-18 10:59:56,28.55,260,727430,0.01
"388",2018-12-18 11:00:00,28.55,530,727960,0.03
"387",2018-12-18 11:00:59,28.5,20,727980,0
"386",2018-12-18 11:01:08,28.5,3000,730980,0.15
"385",2018-12-18 11:01:09,28.55,10,730990,0
"384",2018-12-18 11:01:22,28.5,500,731490,0.03
"383",2018-12-18 11:01:23,28.55,1000,732490,0.05
"382",2018-12-18 11:02:03,28.55,10,732500,0
"381",2018-12-18 11:02:05,28.5,1000,733500,0.05
"380",2018-12-18 11:02:21,28.5,1060,734560,0.05
"379",2018-12-18 11:02:30,28.5,3000,737560,0.15
"378",2018-12-18 11:02:35,28.5,1800,739360,0.09
"3771",2018-12-18 11:02:37,28.5,1000,740360,0.05
"3761",2018-12-18 11:02:53,28.5,220,740580,0.01
"3751",2018-12-18 11:03:12,28.5,200,740780,0.01
"3741",2018-12-18 11:03:13,28.5,490,741270,0.02
"3731",2018-12-18 11:03:14,28.5,10,741280,0
"3721",2018-12-18 11:03:16,28.5,190,741470,0.01
"3711",2018-12-18 11:03:42,28.45,1000,742470,0.05
"3701",2018-12-18 11:04:05,28.45,1500,743970,0.08
"3691",2018-12-18 11:04:14,28.45,1000,744970,0.05
"3681",2018-12-18 11:04:20,28.45,27800,772770,1.41
"3671",2018-12-18 11:04:45,28.4,3500,776270,0.18
"3661",2018-12-18 11:05:06,28.4,1500,777770,0.08
"3651",2018-12-18 11:05:19,28.4,6280,784050,0.32
"3641",2018-12-18 11:05:24,28.4,2060,786110,0.1
"3631",2018-12-18 11:05:32,28.4,1000,787110,0.05
"3621",2018-12-18 11:05:34,28.35,10000,797110,0.51
"3611",2018-12-18 11:05:51,28.35,1000,798110,0.05
"3601",2018-12-18 11:05:55,28.3,6770,804880,0.34
"3591",2018-12-18 11:05:58,28.35,5000,809880,0.25
"3581",2018-12-18 11:06:20,28.3,1000,810880,0.05
"3571",2018-12-18 11:07:23,28.3,6000,816880,0.3
"3561",2018-12-18 11:07:32,28.3,3000,819880,0.15
"3551",2018-12-18 11:08:06,28.3,4000,823880,0.2
"3541",2018-12-18 11:08:44,28.3,8000,831880,0.4
"3531",2018-12-18 11:09:22,28.35,100,831980,0.01
"3521",2018-12-18 11:09:23,28.3,1000,832980,0.05
"3511",2018-12-18 11:09:26,28.3,3000,835980,0.15
"3501",2018-12-18 11:09:51,28.3,500,836480,0.03
"3491",2018-12-18 11:10:05,28.3,3070,839550,0.16
"3481",2018-12-18 11:11:20,28.3,3000,842550,0.15
"3471",2018-12-18 11:11:47,28.3,500,843050,0.03
"3461",2018-12-18 11:12:15,28.3,90,843140,0
"3451",2018-12-18 11:13:08,28.3,500,843640,0.03
"3441",2018-12-18 11:13:38,28.35,5000,848640,0.25
"3431",2018-12-18 11:14:57,28.3,1290,849930,0.07
"3421",2018-12-18 11:16:31,28.3,300,850230,0.02
"3411",2018-12-18 11:17:09,28.3,100,850330,0.01
"3401",2018-12-18 11:17:30,28.3,2000,852330,0.1
"3391",2018-12-18 11:17:34,28.3,1000,853330,0.05
"3381",2018-12-18 11:17:37,28.3,40,853370,0
"3371",2018-12-18 11:18:02,28.3,300,853670,0.02
"3361",2018-12-18 11:18:26,28.3,200,853870,0.01
"3351",2018-12-18 11:18:28,28.3,800,854670,0.04
"3341",2018-12-18 11:19:01,28.3,2000,856670,0.1
"3331",2018-12-18 11:19:30,28.3,200,856870,0.01
"3321",2018-12-18 11:21:34,28.35,100,856970,0.01
"3311",2018-12-18 11:22:46,28.35,1000,857970,0.05
"3301",2018-12-18 11:23:38,28.35,1100,859070,0.06
"3291",2018-12-18 11:23:50,28.35,4000,863070,0.2
"3281",2018-12-18 11:23:55,28.35,2000,865070,0.1
"3271",2018-12-18 11:24:03,28.35,1000,866070,0.05
"3261",2018-12-18 11:26:05,28.25,6330,872400,0.32
"3251",2018-12-18 11:26:11,28.25,20,872420,0
"3241",2018-12-18 11:27:49,28.25,5000,877420,0.25
"3231",2018-12-18 11:29:10,28.35,250,877670,0.01
"3221",2018-12-18 11:30:48,28.35,1630,879300,0.08
"3211",2018-12-18 11:31:23,28.35,60,879360,0
"3201",2018-12-18 11:32:04,28.35,310,879670,0.02
"3191",2018-12-18 11:32:11,28.35,60,879730,0
"3181",2018-12-18 11:32:28,28.35,2630,882360,0.13
"3171",2018-12-18 11:34:00,28.35,2000,884360,0.1
"3161",2018-12-18 11:35:18,28.35,10,884370,0
"3151",2018-12-18 11:35:29,28.35,1500,885870,0.08
"3141",2018-12-18 11:35:34,28.35,3860,889730,0.2
"3131",2018-12-18 11:36:25,28.35,100,889830,0.01
"3121",2018-12-18 11:37:57,28.35,30,889860,0
"3111",2018-12-18 11:40:57,28.3,10000,899860,0.51
"3101",2018-12-18 11:41:30,28.3,6170,906030,0.31
"3091",2018-12-18 11:43:35,28.3,100,906130,0.01
"3081",2018-12-18 11:44:19,28.25,1010,907140,0.05
"3071",2018-12-18 11:46:18,28.25,3000,910140,0.15
"3061",2018-12-18 11:46:19,28.25,2000,912140,0.1
"3051",2018-12-18 11:46:21,28.25,10000,922140,0.51
"3041",2018-12-18 11:46:30,28.25,1600,923740,0.08
"3031",2018-12-18 11:46:52,28.25,100,923840,0.01
"3021",2018-12-18 11:47:17,28.25,5000,928840,0.25
"3011",2018-12-18 11:47:36,28.25,1000,929840,0.05
"3001",2018-12-18 11:48:07,28.25,70,929910,0
"2991",2018-12-18 11:48:45,28.25,200,930110,0.01
"2981",2018-12-18 11:48:47,28.25,2000,932110,0.1
"2971",2018-12-18 11:49:32,28.25,10,932120,0
"2961",2018-12-18 11:50:36,28.2,6000,938120,0.3
"2951",2018-12-18 11:51:44,28.2,21930,960050,1.11
"2941",2018-12-18 11:53:05,28.15,2000,962050,0.1
"2931",2018-12-18 11:53:15,28.15,1000,963050,0.05
"2921",2018-12-18 11:53:35,28.15,3000,966050,0.15
"2911",2018-12-18 11:53:54,28.15,1000,967050,0.05
"2901",2018-12-18 11:53:56,28.15,2000,969050,0.1
"2891",2018-12-18 11:54:12,28.15,4500,973550,0.23
"2881",2018-12-18 11:54:14,28.15,1210,974760,0.06
"2871",2018-12-18 11:54:20,28.15,1330,976090,0.07
"2861",2018-12-18 11:54:36,28.1,2000,978090,0.1
"2851",2018-12-18 11:54:44,28.1,5000,983090,0.25
"2841",2018-12-18 11:54:46,28.1,2990,986080,0.15
"2831",2018-12-18 11:55:34,28.1,1000,987080,0.05
"2821",2018-12-18 11:55:46,28.15,200,987280,0.01
"2811",2018-12-18 11:55:49,28.1,120,987400,0.01
"2801",2018-12-18 11:55:56,28.1,70,987470,0
"2791",2018-12-18 11:56:19,28.15,1470,988940,0.07
"2781",2018-12-18 11:56:29,28.15,100,989040,0.01
"2771",2018-12-18 11:57:16,28.1,9310,998350,0.47
"2761",2018-12-18 11:59:01,28.15,70,998420,0
"2751",2018-12-18 11:59:26,28.1,150,998570,0.01
"2741",2018-12-18 11:59:31,28.1,500,999070,0.03
"2731",2018-12-18 12:01:48,28.15,3000,1002070,0.15
"2721",2018-12-18 12:02:14,28.1,2330,1004400,0.12
"2711",2018-12-18 12:02:19,28.1,5000,1009400,0.25
"2701",2018-12-18 12:03:02,28.1,10,1009410,0
"2691",2018-12-18 12:03:10,28.1,100,1009510,0.01
"2681",2018-12-18 12:03:23,28.1,2000,1011510,0.1
"2671",2018-12-18 12:03:28,28.1,60,1011570,0
"2661",2018-12-18 12:03:43,28.1,12970,1024540,0.66
"2651",2018-12-18 12:03:48,28.1,30,1024570,0
"2641",2018-12-18 12:06:40,28.1,180,1024750,0.01
"2631",2018-12-18 12:07:05,28.1,100,1024850,0.01
"2621",2018-12-18 12:08:53,28.1,2000,1026850,0.1
"2611",2018-12-18 12:09:08,28.1,3000,1029850,0.15
"2601",2018-12-18 12:09:43,28.1,8000,1037850,0.4
"2591",2018-12-18 12:10:40,28.15,2000,1039850,0.1
"2581",2018-12-18 12:11:05,28.05,5000,1044850,0.25
"2571",2018-12-18 12:11:41,28.15,8030,1052880,0.41
"2561",2018-12-18 12:11:43,28.15,1970,1054850,0.1
"2551",2018-12-18 12:12:28,28.1,30,1054880,0
"2541",2018-12-18 12:12:35,28.05,10,1054890,0
"2531",2018-12-18 12:13:37,28.1,800,1055690,0.04
"2521",2018-12-18 12:13:49,28.1,2000,1057690,0.1
"2511",2018-12-18 12:13:59,28.1,30,1057720,0
"2501",2018-12-18 12:14:22,28.1,200,1057920,0.01
"2491",2018-12-18 12:14:45,28.1,10000,1067920,0.51
"2481",2018-12-18 12:14:48,28.15,30,1067950,0
"2471",2018-12-18 12:15:01,28.1,500,1068450,0.03
"2461",2018-12-18 12:16:43,28.1,100,1068550,0.01
"2451",2018-12-18 12:17:36,28.1,300,1068850,0.02
"2441",2018-12-18 12:17:38,28.1,2000,1070850,0.1
"2431",2018-12-18 12:19:16,28.1,500,1071350,0.03
"2421",2018-12-18 12:20:40,28.05,20000,1091350,1.01
"2411",2018-12-18 12:20:43,28.15,200,1091550,0.01
"2401",2018-12-18 12:22:13,28.15,500,1092050,0.03
"2391",2018-12-18 12:22:33,28.15,100,1092150,0.01
"2381",2018-12-18 12:23:04,28.1,5000,1097150,0.25
"2371",2018-12-18 12:23:08,28.1,10,1097160,0
"2361",2018-12-18 12:23:24,28.1,200,1097360,0.01
"2351",2018-12-18 12:23:55,28.1,4790,1102150,0.24
"2341",2018-12-18 12:25:03,28.1,100,1102250,0.01
"2331",2018-12-18 12:25:07,28.1,120,1102370,0.01
"2321",2018-12-18 12:25:15,28.1,80,1102450,0
"2311",2018-12-18 12:25:21,28.1,120,1102570,0.01
"2301",2018-12-18 12:25:47,28.1,3880,1106450,0.2
"2291",2018-12-18 12:27:06,28.1,250,1106700,0.01
"2281",2018-12-18 12:27:15,28.1,870,1107570,0.04
"2271",2018-12-18 12:27:26,28.1,100,1107670,0.01
"2261",2018-12-18 12:28:21,28.1,400,1108070,0.02
"2251",2018-12-18 12:28:54,28.1,600,1108670,0.03
"2241",2018-12-18 12:29:05,28.15,100,1108770,0.01
"2231",2018-12-18 12:29:40,28.1,6180,1114950,0.31
"2221",2018-12-18 12:29:55,28.05,300,1115250,0.02
"2211",2018-12-18 12:29:58,28.1,200,1115450,0.01
"2201",2018-12-18 12:30:05,28.15,20000,1135450,1.01
"2191",2018-12-18 14:01:22,28.1,24640,1160090,1.25
"2181",2018-12-18 14:03:12,28.1,1500,1161590,0.08
"2171",2018-12-18 14:03:19,28.1,1290,1162880,0.07
"2161",2018-12-18 14:03:43,28.05,5000,1167880,0.25
"2151",2018-12-18 14:03:59,28.1,100,1167980,0.01
"2141",2018-12-18 14:04:10,28.05,7000,1174980,0.35
"2131",2018-12-18 14:05:17,28.1,680,1175660,0.03
"2121",2018-12-18 14:05:34,28.1,500,1176160,0.03
"2111",2018-12-18 14:05:45,28.1,5000,1181160,0.25
"2101",2018-12-18 14:06:07,28.1,200,1181360,0.01
"2091",2018-12-18 14:06:09,28.1,3620,1184980,0.18
"2081",2018-12-18 14:07:53,28.05,260,1185240,0.01
"2071",2018-12-18 14:08:35,28.05,2000,1187240,0.1
"2061",2018-12-18 14:08:46,28.1,10,1187250,0
"2051",2018-12-18 14:09:34,28.05,3000,1190250,0.15
"2041",2018-12-18 14:10:01,28.05,200,1190450,0.01
"2031",2018-12-18 14:10:08,28.05,2000,1192450,0.1
"2021",2018-12-18 14:10:48,28.05,5000,1197450,0.25
"2011",2018-12-18 14:11:04,28.05,480,1197930,0.02
"2001",2018-12-18 14:11:19,28.05,20000,1217930,1.01
"1991",2018-12-18 14:11:34,28.05,12320,1230250,0.62
"1981",2018-12-18 14:11:49,28.05,880,1231130,0.04
"1971",2018-12-18 14:12:41,28.05,530,1231660,0.03
"1961",2018-12-18 14:12:58,28.05,20,1231680,0
"1951",2018-12-18 14:13:56,28.05,10,1231690,0
"1941",2018-12-18 14:17:27,28.05,11770,1243460,0.6
"1931",2018-12-18 14:17:32,28,10000,1253460,0.51
"1921",2018-12-18 14:17:55,28.05,9700,1263160,0.49
"1911",2018-12-18 14:18:23,28.05,300,1263460,0.02
"1901",2018-12-18 14:18:26,28.05,350,1263810,0.02
"1891",2018-12-18 14:19:18,28,27700,1291510,1.4
"1881",2018-12-18 14:19:26,28,1000,1292510,0.05
"1871",2018-12-18 14:19:31,28,5000,1297510,0.25
"1861",2018-12-18 14:19:48,28,4000,1301510,0.2
"1851",2018-12-18 14:19:54,28,1000,1302510,0.05
"1841",2018-12-18 14:20:04,28,1500,1304010,0.08
"1831",2018-12-18 14:20:39,28,2900,1306910,0.15
"1821",2018-12-18 14:20:41,28.05,10500,1317410,0.53
"1811",2018-12-18 14:20:49,28.05,1000,1318410,0.05
"1801",2018-12-18 14:21:20,28.05,500,1318910,0.03
"1791",2018-12-18 14:21:25,28.05,2000,1320910,0.1
"1781",2018-12-18 14:21:26,28,47000,1367910,2.38
"1771",2018-12-18 14:21:38,28,1000,1368910,0.05
"1761",2018-12-18 14:21:44,28,8500,1377410,0.43
"1751",2018-12-18 14:21:47,28,10520,1387930,0.53
"1741",2018-12-18 14:22:00,28,880,1388810,0.04
"1731",2018-12-18 14:22:08,27.95,46400,1435210,2.35
"1721",2018-12-18 14:22:10,27.95,790,1436000,0.04
"1711",2018-12-18 14:22:30,27.9,65000,1501000,3.29
"1701",2018-12-18 14:22:38,27.8,2000,1503000,0.1
"1691",2018-12-18 14:24:04,27.85,9300,1512300,0.47
"1681",2018-12-18 14:24:29,27.85,300,1512600,0.02
"1671",2018-12-18 14:24:42,27.85,100,1512700,0.01
"1661",2018-12-18 14:24:46,27.85,30,1512730,0
"1651",2018-12-18 14:24:57,27.85,500,1513230,0.03
"1641",2018-12-18 14:25:02,27.85,4100,1517330,0.21
"1631",2018-12-18 14:25:34,27.95,10,1517340,0
"1621",2018-12-18 14:25:44,27.85,200,1517540,0.01
"1611",2018-12-18 14:25:56,27.95,50,1517590,0
"1601",2018-12-18 14:26:00,27.85,150,1517740,0.01
"1591",2018-12-18 14:26:37,27.85,500,1518240,0.03
"1581",2018-12-18 14:27:21,27.85,100,1518340,0.01
"1571",2018-12-18 14:27:29,27.9,20,1518360,0
"1561",2018-12-18 14:27:40,27.9,180,1518540,0.01
"1551",2018-12-18 14:27:51,27.9,630,1519170,0.03
"1541",2018-12-18 14:28:02,27.95,100,1519270,0.01
"1531",2018-12-18 14:28:32,27.95,50,1519320,0
"1521",2018-12-18 14:28:38,27.95,3000,1522320,0.15
"1511",2018-12-18 14:29:02,27.95,2000,1524320,0.1
"1501",2018-12-18 14:29:14,27.95,500,1524820,0.03
"1491",2018-12-18 14:29:33,27.95,50,1524870,0
"1481",2018-12-18 14:29:36,27.9,550,1525420,0.03
"1471",2018-12-18 14:29:47,27.9,2000,1527420,0.1
"1461",2018-12-18 14:29:58,27.9,7240,1534660,0.37
"1451",2018-12-18 14:30:04,27.9,100,1534760,0.01
"1441",2018-12-18 14:30:09,27.9,10,1534770,0
"1431",2018-12-18 14:30:15,27.9,80,1534850,0
"1421",2018-12-18 14:30:34,27.85,280,1535130,0.01
"1411",2018-12-18 14:30:36,27.85,50,1535180,0
"1401",2018-12-18 14:30:40,27.85,1000,1536180,0.05
"1391",2018-12-18 14:30:46,27.85,260,1536440,0.01
"1381",2018-12-18 14:30:54,27.9,10000,1546440,0.51
"1371",2018-12-18 14:30:58,27.9,1570,1548010,0.08
"1361",2018-12-18 14:31:14,27.9,1500,1549510,0.08
"1351",2018-12-18 14:31:25,27.95,2000,1551510,0.1
"1341",2018-12-18 14:31:37,27.9,500,1552010,0.03
"1331",2018-12-18 14:31:51,27.95,200,1552210,0.01
"1321",2018-12-18 14:32:12,27.95,80,1552290,0
"1311",2018-12-18 14:32:14,27.95,2000,1554290,0.1
"1301",2018-12-18 14:32:35,27.95,10,1554300,0
"1291",2018-12-18 14:32:43,27.95,20,1554320,0
"1281",2018-12-18 14:32:55,27.95,200,1554520,0.01
"1271",2018-12-18 14:33:07,27.95,10,1554530,0
"1261",2018-12-18 14:33:11,27.9,1530,1556060,0.08
"1251",2018-12-18 14:33:13,27.95,1000,1557060,0.05
"1241",2018-12-18 14:33:15,27.9,2000,1559060,0.1
"1231",2018-12-18 14:34:15,27.95,5000,1564060,0.25
"1221",2018-12-18 14:34:29,27.9,50,1564110,0
"1211",2018-12-18 14:34:34,27.95,5300,1569410,0.27
"1201",2018-12-18 14:34:41,27.95,10000,1579410,0.51
"1191",2018-12-18 14:34:54,28,5000,1584410,0.25
"1181",2018-12-18 14:35:23,28,1000,1585410,0.05
"1171",2018-12-18 14:35:35,28,5000,1590410,0.25
"1161",2018-12-18 14:35:36,28,10,1590420,0
"1151",2018-12-18 14:35:58,28,5000,1595420,0.25
"1141",2018-12-18 14:36:09,27.95,1500,1596920,0.08
"1131",2018-12-18 14:36:17,28,10000,1606920,0.51
"1121",2018-12-18 14:36:21,28,2000,1608920,0.1
"1111",2018-12-18 14:36:24,28,550,1609470,0.03
"1101",2018-12-18 14:36:26,28,5000,1614470,0.25
"1091",2018-12-18 14:36:46,28,1000,1615470,0.05
"1081",2018-12-18 14:37:04,28,1500,1616970,0.08
"1071",2018-12-18 14:37:12,28,1000,1617970,0.05
"1061",2018-12-18 14:37:13,28,3610,1621580,0.18
"1051",2018-12-18 14:37:27,27.95,40,1621620,0
"1041",2018-12-18 14:37:38,28,3080,1624700,0.16
"1031",2018-12-18 14:37:42,28,2000,1626700,0.1
"1021",2018-12-18 14:38:11,28,1000,1627700,0.05
"1011",2018-12-18 14:39:51,28.05,3000,1630700,0.15
"1001",2018-12-18 14:39:53,28.05,500,1631200,0.03
"991",2018-12-18 14:40:09,28.05,1220,1632420,0.06
"981",2018-12-18 14:41:06,28.05,2000,1634420,0.1
"971",2018-12-18 14:41:11,28.05,5000,1639420,0.25
"961",2018-12-18 14:41:21,28.1,50,1639470,0
"951",2018-12-18 14:42:12,28.1,3000,1642470,0.15
"941",2018-12-18 14:42:28,28.1,5000,1647470,0.25
"931",2018-12-18 14:42:37,28.1,100,1647570,0.01
"921",2018-12-18 14:42:44,28.1,600,1648170,0.03
"911",2018-12-18 14:44:14,28.1,4760,1652930,0.24
"901",2018-12-18 14:44:34,28.1,1000,1653930,0.05
"891",2018-12-18 14:45:56,28.15,2480,1656410,0.13
"881",2018-12-18 14:46:50,28.1,200,1656610,0.01
"871",2018-12-18 14:46:53,28.1,500,1657110,0.03
"861",2018-12-18 14:47:00,28.1,300,1657410,0.02
"851",2018-12-18 14:47:35,28.1,200,1657610,0.01
"841",2018-12-18 14:47:52,28.1,160,1657770,0.01
"831",2018-12-18 14:48:26,28.1,200,1657970,0.01
"821",2018-12-18 14:49:23,28.1,800,1658770,0.04
"811",2018-12-18 14:49:51,28.1,30,1658800,0
"801",2018-12-18 14:50:33,28.1,5370,1664170,0.27
"791",2018-12-18 14:50:40,28.1,630,1664800,0.03
"781",2018-12-18 14:50:42,28.1,250,1665050,0.01
"771",2018-12-18 14:52:13,28.1,10,1665060,0
"761",2018-12-18 14:53:28,28.1,5040,1670100,0.26
"751",2018-12-18 14:53:29,28.1,700,1670800,0.04
"741",2018-12-18 14:53:46,28.1,1000,1671800,0.05
"731",2018-12-18 14:54:46,28.15,100,1671900,0.01
"721",2018-12-18 14:55:55,28.15,5270,1677170,0.27
"711",2018-12-18 14:56:39,28.15,500,1677670,0.03
"701",2018-12-18 14:57:05,28.15,10,1677680,0
"691",2018-12-18 14:57:36,28.1,200,1677880,0.01
"681",2018-12-18 14:57:37,28.15,500,1678380,0.03
"671",2018-12-18 14:57:48,28.15,150,1678530,0.01
"661",2018-12-18 14:57:57,28.15,70,1678600,0
"651",2018-12-18 14:58:31,28.15,200,1678800,0.01
"641",2018-12-18 15:00:19,28.15,1700,1680500,0.09
"631",2018-12-18 15:01:11,28.15,2000,1682500,0.1
"621",2018-12-18 15:02:12,28.15,880,1683380,0.04
"611",2018-12-18 15:02:25,28.15,4480,1687860,0.23
"601",2018-12-18 15:03:21,28.15,5000,1692860,0.25
"591",2018-12-18 15:04:08,28.15,520,1693380,0.03
"581",2018-12-18 15:04:41,28.15,4480,1697860,0.23
"571",2018-12-18 15:05:49,28.2,10000,1707860,0.51
"561",2018-12-18 15:06:29,28.25,6640,1714500,0.34
"551",2018-12-18 15:07:05,28.2,10000,1724500,0.51
"547",2018-12-18 15:07:45,28.2,15000,1739500,0.76
"5310",2018-12-18 15:08:07,28.25,200,1739700,0.01
"5210",2018-12-18 15:08:21,28.25,700,1740400,0.04
"5110",2018-12-18 15:08:30,28.25,500,1740900,0.03
"5010",2018-12-18 15:08:34,28.25,100,1741000,0.01
"4910",2018-12-18 15:09:18,28.25,560,1741560,0.03
"4810",2018-12-18 15:10:26,28.25,4000,1745560,0.2
"4710",2018-12-18 15:10:57,28.25,250,1745810,0.01
"4610",2018-12-18 15:11:30,28.2,200,1746010,0.01
"4510",2018-12-18 15:11:39,28.25,1000,1747010,0.05
"4410",2018-12-18 15:12:14,28.25,30,1747040,0
"4310",2018-12-18 15:12:32,28.25,1000,1748040,0.05
"4210",2018-12-18 15:13:38,28.2,2000,1750040,0.1
"4110",2018-12-18 15:13:49,28.2,3000,1753040,0.15
"4010",2018-12-18 15:14:36,28.2,3420,1756460,0.17
"3910",2018-12-18 15:15:04,28.2,1000,1757460,0.05
"3810",2018-12-18 15:15:13,28.2,1030,1758490,0.05
"3710",2018-12-18 15:16:31,28.2,160,1758650,0.01
"3610",2018-12-18 15:16:36,28.15,2000,1760650,0.1
"3510",2018-12-18 15:16:57,28.15,200,1760850,0.01
"3410",2018-12-18 15:17:02,28.15,4000,1764850,0.2
"3310",2018-12-18 15:17:16,28.15,2000,1766850,0.1
"3210",2018-12-18 15:17:34,28.15,3000,1769850,0.15
"3110",2018-12-18 15:17:43,28.15,300,1770150,0.02
"3010",2018-12-18 15:17:49,28.15,200,1770350,0.01
"2910",2018-12-18 15:19:16,28.2,1120,1771470,0.06
"2810",2018-12-18 15:19:32,28.2,10000,1781470,0.51
"2710",2018-12-18 15:20:58,28.2,100,1781570,0.01
"2610",2018-12-18 15:21:09,28.2,170,1781740,0.01
"2510",2018-12-18 15:22:17,28.2,5000,1786740,0.25
"2410",2018-12-18 15:22:41,28.2,920,1787660,0.05
"2310",2018-12-18 15:23:27,28.2,70,1787730,0
"2210",2018-12-18 15:24:41,28.2,20,1787750,0
"2110",2018-12-18 15:24:56,28.2,1000,1788750,0.05
"2010",2018-12-18 15:25:09,28.15,1100,1789850,0.06
"1910",2018-12-18 15:25:47,28.15,300,1790150,0.02
"1810",2018-12-18 15:26:28,28.15,8970,1799120,0.45
"1710",2018-12-18 15:26:40,28.15,1000,1800120,0.05
"1610",2018-12-18 15:26:47,28.1,5000,1805120,0.25
"1510",2018-12-18 15:27:19,28.15,1700,1806820,0.09
"1410",2018-12-18 15:27:27,28.15,1300,1808120,0.07
"1310",2018-12-18 15:27:32,28.15,440,1808560,0.02
"1210",2018-12-18 15:27:53,28.15,1000,1809560,0.05
"1110",2018-12-18 15:27:59,28.1,5000,1814560,0.25
"1010",2018-12-18 15:28:14,28.15,1000,1815560,0.05
"910",2018-12-18 15:28:24,28.1,6000,1821560,0.3
"810",2018-12-18 15:28:25,28.15,100,1821660,0.01
"710",2018-12-18 15:29:08,28.1,5900,1827560,0.3
"610",2018-12-18 15:29:24,28.15,2000,1829560,0.1
"548",2018-12-18 15:29:25,28.15,200,1829760,0.01
"4100",2018-12-18 15:29:28,28.15,3960,1833720,0.2
"3100",2018-12-18 15:29:44,28.2,10,1833730,0
"2100",2018-12-18 15:29:52,28.15,1370,1835100,0.07
"1100",2018-12-18 15:47:14,28.2,140290,1975390,7.1
"3821",2018-12-19 10:15:37,28.45,10200,10200,0.76
"3811",2018-12-19 10:15:42,28.2,10000,20200,0.74
"3801",2018-12-19 10:18:18,28.2,6300,26500,0.47
"3791",2018-12-19 10:19:37,28.3,1500,28000,0.11
"3781",2018-12-19 10:20:28,28.3,340,28340,0.03
"3772",2018-12-19 10:20:40,28.4,20,28360,0
"3762",2018-12-19 10:21:06,28.4,1000,29360,0.07
"3752",2018-12-19 10:21:07,28.3,1170,30530,0.09
"3742",2018-12-19 10:21:10,28.3,30,30560,0
"3732",2018-12-19 10:21:42,28.3,470,31030,0.03
"3722",2018-12-19 10:22:02,28.2,10,31040,0
"3712",2018-12-19 10:25:29,28.3,50,31090,0
